conta,data,posicao_usd,data_timestamp,nome_cliente,email,cidade,estado,data_abertura,tipo_conta,gestor_responsavel,retorno_diario,retorno_ytd,media_movel_30d,volatilidade_30d
ACC0013,2024-03-01,4863345.92,2024-03-01,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.012620954960984587,-7.653387077074758,4890598.269666667,15.683040454499503
ACC0013,2024-03-02,4881355.78,2024-03-02,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.003703183013557876,-7.311410668738971,4881144.205333333,15.347790754252996
ACC0013,2024-03-03,4948983.29,2024-03-03,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.013854247272260922,-6.027280032826643,4875461.401333334,15.850210106881852
ACC0013,2024-03-04,4966904.23,2024-03-04,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0036211356858311117,-5.686992063058904,4872293.809666666,15.605849692738524
ACC0013,2024-03-05,4909820.06,2024-03-05,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.011492907323482071,-6.770922722676998,4866503.688666667,15.846733120167578
ACC0013,2024-03-06,4844358.25,2024-03-06,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.013332832812614215,-8.013930423289839,4859924.926333333,16.113002252216898
ACC0013,2024-03-07,4768710.23,2024-03-07,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.015615694813652437,-9.450356812907145,4850543.193,16.609097183285098
ACC0013,2024-03-08,4804588.34,2024-03-08,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.007523650687410122,-8.76909292769783,4843105.539666667,16.80807144363315
ACC0013,2024-03-09,4867181.81,2024-03-09,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.013027852871157597,-7.580550093057614,4840773.695666667,16.556786060639517
ACC0013,2024-03-10,4964209.67,2024-03-10,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.019935121346946527,-5.7381571443446795,4845414.039000001,16.177069455735342
ACC0013,2024-03-11,5010954.07,2024-03-11,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009416282370684037,-4.850561015234778,4851134.441666666,16.352240942962418
ACC0013,2024-03-12,5074886.78,2024-03-12,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.012758590301746642,-3.636588305787125,4859835.605333333,16.56463375611063
ACC0013,2024-03-13,5047176.75,2024-03-13,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005460226247648525,-4.162754335632823,4868444.093,16.575157296310472
ACC0013,2024-03-14,4989206.99,2024-03-14,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.011485581518420163,-5.263500833211765,4873862.827666666,16.90548640639277
ACC0013,2024-03-15,5036550.5,2024-03-15,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009489185374527809,-4.364528630884312,4878789.139333333,16.72949973974946
ACC0013,2024-03-16,5061577.79,2024-03-16,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004969133139834492,-3.8893032407603445,4884915.714333334,16.73678095383262
ACC0013,2024-03-17,5070314.57,2024-03-17,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0017260981382645202,-3.7234067460169107,4891814.381666666,16.68853452212983
ACC0013,2024-03-18,5093903.18,2024-03-18,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004652297145342432,-3.275499426058104,4898554.038000001,16.66508350002038
ACC0013,2024-03-19,5114183.71,2024-03-19,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.003981334015068727,-2.8904068818325523,4908184.304999999,16.05906160272961
ACC0013,2024-03-20,5185901.09,2024-03-20,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.014023231089600463,-1.5286166165194182,4919732.973666666,16.432976956946764
ACC0013,2024-03-21,5259229.64,2024-03-21,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.014139982372860738,-0.13623299124577715,4932698.023666667,16.748989114680608
ACC0013,2024-03-22,5292320.22,2024-03-22,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.006291906280023296,0.49210047154337744,4945513.834666667,16.716440466991166
ACC0013,2024-03-23,5342303.44,2024-03-23,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009444481422554718,1.4411962475603612,4963209.211,15.43423685783776
ACC0013,2024-03-24,5374232.54,2024-03-24,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.00597665414527615,2.0474751936151225,4983148.631,15.096339538470158
ACC0013,2024-03-25,5351564.71,2024-03-25,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.004217872939305312,1.6170519094715452,5003698.077666667,14.83161863520032
ACC0013,2024-03-26,5397115.28,2024-03-26,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.00851163584266934,2.4819792507305927,5025505.905333334,14.865154971455228
ACC0013,2024-03-27,5321694.23,2024-03-27,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.013974326299733941,1.0498626328383276,5043909.875333333,15.77740698645161
ACC0013,2024-03-28,5383530.83,2024-03-28,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.011619720586614646,2.2240338019477113,5061791.752333334,15.512437316018952
ACC0013,2024-03-29,5319553.32,2024-03-29,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.01188393120059461,1.0092104171981031,5078279.603,15.982822349850567
ACC0013,2024-03-30,5338653.5,2024-03-30,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.003590560870625925,1.3718901356948976,5096143.690666666,15.806075156441993
ACC0013,2024-03-31,5294706.64,2024-03-31,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.008231824747569894,0.5374145017679632,5110522.381333333,15.924668503766096
ACC0013,2024-04-01,5328527.91,2024-04-01,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.006387751446792267,1.1796225167083785,5125428.119000001,15.95562614972748
ACC0013,2024-04-02,5329850.98,2024-04-02,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.00024829934690173694,1.204745350899028,5138123.708666666,15.633509245943767
ACC0013,2024-04-03,5244212.32,2024-04-03,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.016067740040266565,-0.42138618824059115,5147367.3116666665,16.52894545288291
ACC0013,2024-04-04,5270437.01,2024-04-04,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.005000691886555719,0.07657577792234971,5159387.876666667,16.055127765512108
ACC0013,2024-04-05,5241774.68,2024-04-05,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005438321328120721,-0.4676727985760243,5172635.091,15.536934394374406
ACC0013,2024-04-06,5293217.16,2024-04-06,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009813943395216684,0.5091318265729505,5190118.655333334,14.658361637181743
ACC0013,2024-04-07,5296481.99,2024-04-07,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0006167950230102637,0.5711253588506437,5206515.110333334,14.631324768396805
ACC0013,2024-04-08,5321568.47,2024-04-08,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004736442047261535,1.0474746657407108,5221661.332333333,14.346639788716745
ACC0013,2024-04-09,5271508.75,2024-04-09,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.009406948399181214,0.09692628569253348,5231904.635000001,13.852206143439503
ACC0013,2024-04-10,5242211.76,2024-04-10,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.00555761004854638,-0.45937339766144447,5239613.224666666,13.839241115136137
ACC0013,2024-04-11,5220239.49,2024-04-11,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.004191412137841466,-0.8765891882108412,5244458.3149999995,13.51353757519242
ACC0013,2024-04-12,5270136.72,2024-04-12,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009558417788222862,0.07087378492187657,5251890.313999999,13.592687770184547
ACC0013,2024-04-13,5365722.7,2024-04-13,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.018137286578781664,1.8858879009481022,5264440.837666667,13.846859605450524
ACC0013,2024-04-14,5323795.62,2024-04-14,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.00781387379560261,1.0897644313371924,5274015.675,13.991481780415674
ACC0013,2024-04-15,5386934.22,2024-04-15,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.011859696447174883,2.288658351409256,5284860.889333333,14.263222488293989
ACC0013,2024-04-16,5268003.4,2024-04-16,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.022077644749855407,0.03036569038752379,5291450.517,15.89515009901252
ACC0013,2024-04-17,5205417.18,2024-04-17,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.011880444116645905,-1.1580394791647852,5295167.650333333,16.311144943688465
ACC0013,2024-04-18,5156384.28,2024-04-18,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.009419590842476788,-2.0890903053392917,5296574.336,16.542881647782888
ACC0013,2024-04-19,5086590.42,2024-04-19,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.013535426417055185,-3.414356218938319,5293263.980333333,16.488262969836153
ACC0013,2024-04-20,5005454.21,2024-04-20,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.01595100122097115,-4.954993940818309,5284804.799333333,16.458406440366712
ACC0013,2024-04-21,5030082.01,2024-04-21,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004920192846994409,-4.48735418186339,5276063.525666666,16.406004196880712
ACC0013,2024-04-22,5021858.8,2024-04-22,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0016348063478193176,-4.643498861543904,5265382.037666666,16.0662125046635
ACC0013,2024-04-23,5044803.8,2024-04-23,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004569025317876285,-4.207812593618188,5254401.079666668,16.01048908179493
ACC0013,2024-04-24,5084257.93,2024-04-24,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.007820746170544846,-3.458646210791616,5245490.853666666,16.24773407375022
ACC0013,2024-04-25,5101440.41,2024-04-25,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.003379545301707365,-3.132380332172824,5235635.024666667,16.0353588709632
ACC0013,2024-04-26,5139593.16,2024-04-26,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.007478819104739909,-2.407924927570404,5229564.989000001,15.827253672387256
ACC0013,2024-04-27,5138956.28,2024-04-27,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.00012391642298781314,-2.4200181884253325,5221412.504,15.365616815074734
ACC0013,2024-04-28,5078289.77,2024-04-28,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.011805220105900682,-3.571971351640768,5213370.385666667,15.36101227150526
ACC0013,2024-04-29,5137506.32,2024-04-29,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.011660726874985095,-2.4475504464790077,5206665.479666666,15.766164628839526
ACC0013,2024-04-30,5108965.88,2024-04-30,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0055553099543438345,-2.9894845405543102,5200474.121000001,15.681755897510916
ACC0013,2024-05-01,5062079.58,2024-05-01,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.009177258392651488,-3.8797751077299547,5191592.51,15.681149875520708
ACC0013,2024-05-02,5055716.96,2024-05-02,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0012569182090970132,-4.00059036865954,5182454.709333333,15.671287797164071
ACC0013,2024-05-03,5010523.54,2024-05-03,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.008939072411996762,-4.858736042863033,5174665.083333333,15.233898654320743
ACC0013,2024-05-04,4991680.74,2024-05-04,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0037606449405085396,-5.216528555797028,5165373.207666666,15.121548324415743
ACC0013,2024-05-05,5012643.2,2024-05-05,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004199479312052334,-4.8184873283425915,5157735.491666666,15.176044434385055
ACC0013,2024-05-06,5033918.38,2024-05-06,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004244303683932582,-4.4145080834680055,5149092.199,14.90034458051005
ACC0013,2024-05-07,4989708.13,2024-05-07,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.008782472551730147,-5.253985042568566,5138866.403666667,15.025672816146868
ACC0013,2024-05-08,4967278.1,2024-05-08,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.004495258924092638,-5.679892911828177,5127056.724666667,14.906788791485504
ACC0013,2024-05-09,5026057.91,2024-05-09,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.011833404294396166,-4.563764951563087,5118875.03,15.287063817742139
ACC0013,2024-05-10,5532147.67,2024-05-10,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.10069318122918314,5.046013160000085,5128539.560333333,33.284547930228435
ACC0013,2024-05-11,5655484.08,2024-05-11,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.02229448983598803,7.387960432706775,5143047.713333334,33.738625798950586
ACC0013,2024-05-12,5728662.24,2024-05-12,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.012939327379381416,8.777488409349644,5158331.897333334,33.810920441886964
ACC0013,2024-05-13,5800641.33,2024-05-13,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.012564729248202289,10.144248099512577,5172829.185,33.63214267416949
ACC0013,2024-05-14,5719983.08,2024-05-14,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.013905057287863731,8.612686019760174,5186035.433666667,33.84497479662129
ACC0013,2024-05-15,5769105.72,2024-05-15,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.008587899529241216,9.545440854898901,5198774.483666668,33.78045719711695
ACC0013,2024-05-16,5769381.41,2024-05-16,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,4.7787302466018033e-05,9.550675736014824,5215487.084000001,32.98102051055995
ACC0013,2024-05-17,5739630.34,2024-05-17,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005156717485939377,8.98575385085043,5233294.189333334,32.77016594974481
ACC0013,2024-05-18,5753171.7,2024-05-18,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0023592738901021537,9.242881094303845,5253187.1033333335,32.54499790367016
ACC0013,2024-05-19,5813485.89,2024-05-19,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.01048364157113535,10.388144303894698,5277416.952333334,32.172395739015066
ACC0013,2024-05-20,5847427.03,2024-05-20,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.005838345640157838,11.032628444916458,5305482.713,31.574156950922987
ACC0013,2024-05-21,5797255.33,2024-05-21,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.008580132722066702,10.079953756379156,5331055.157000001,31.83252856388278
ACC0013,2024-05-22,5845744.63,2024-05-22,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.008364182227592165,11.000682549202434,5358518.018,31.785290160255915
ACC0013,2024-05-23,5810307.47,2024-05-23,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.006062043801595252,10.327791549582187,5384034.806999999,31.95428387205847
ACC0013,2024-05-24,5826971.53,2024-05-24,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.002868016896875325,10.644213519941337,5408791.927,31.947271442566095
ACC0013,2024-05-25,5812007.2,2024-05-25,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0025681144867375494,10.360066512327082,5432477.486666666,32.0157329107285
ACC0013,2024-05-26,5802214.16,2024-05-26,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0016849669422295266,10.174113448511557,5454564.8533333335,32.052853691887236
ACC0013,2024-05-27,5852187.5,2024-05-27,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.00861280515023255,11.12302162024319,5478339.227333333,32.049568556903544
ACC0013,2024-05-28,5792081.67,2024-05-28,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.010270660330004788,9.981714810337895,5502132.290666667,31.984628369858047
ACC0013,2024-05-29,5913349.93,2024-05-29,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.02093690436516238,12.284391455238497,5527993.744333332,32.27475321043525
ACC0013,2024-05-30,5804345.2,2024-05-30,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0184336681052798,10.214578249749318,5551173.054999999,32.84764292693297
ACC0013,2024-05-31,5771581.16,2024-05-31,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005644743527659202,9.592445222520363,5574823.107666668,32.735969250815664
ACC0013,2024-06-01,5797396.99,2024-06-01,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004472921593638324,10.082643637255796,5599545.775333333,32.689317267852694
ACC0013,2024-06-02,5836303.46,2024-06-02,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.006711023941798455,10.821410894281879,5627071.772666667,32.43273156835534
ACC0013,2024-06-03,5833692.41,2024-06-03,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0004473807809849406,10.771831524926135,5655138.828333333,32.36653367112384
ACC0013,2024-06-04,5833709.95,2024-06-04,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,3.006672064209681e-06,10.772164579497478,5682507.720000001,32.40289853926986
ACC0013,2024-06-05,5862263.59,2024-06-05,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.004894593705331518,11.314349318974237,5710119.227,32.40167395448401
ACC0013,2024-06-06,5851638.04,2024-06-06,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.001812533646239456,11.11258831552433,5738850.224,32.2011170809127
ACC0013,2024-06-07,5940386.69,2024-06-07,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.015166462688454452,12.797773240429322,5771287.177,32.17421049121781
ACC0013,2024-06-08,5996089.8,2024-06-08,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009377017508602536,13.855479935036197,5803621.573333333,32.1445022247444
ACC0013,2024-06-09,6054413.45,2024-06-09,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009726947384944173,14.962946197851878,5821030.432666668,15.255159061897238
ACC0013,2024-06-10,5996916.38,2024-06-10,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.009496720115802493,13.871175274122805,5832411.509333333,14.536961738404347
ACC0013,2024-06-11,5995555.4,2024-06-11,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.00022694663619760025,13.84533259393448,5841307.948,14.171980905884396
ACC0013,2024-06-12,5980338.89,2024-06-12,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.0025379650399028897,13.556397119854967,5847297.866666666,13.824385503550541
ACC0013,2024-06-13,5921079.4,2024-06-13,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.00990905216075455,12.43116085760696,5854001.077333333,13.493188636243861
ACC0013,2024-06-14,5946942.01,2024-06-14,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0043678877199315735,12.922247544454546,5859928.9536666665,13.346699671778921
ACC0013,2024-06-15,5917104.37,2024-06-15,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005017308046694646,12.355681843198884,5864853.0523333335,13.459892126257122
ACC0013,2024-06-16,5961211.39,2024-06-16,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.007454156161859293,13.193198641330262,5872239.087333334,13.464836021728969
ACC0013,2024-06-17,5898116.49,2024-06-17,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.010584241334880673,11.99513450944334,5877070.580333333,13.892003335138439
ACC0013,2024-06-18,6007661.1,2024-06-18,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.018572812216531842,14.075199111852443,5883543.087333334,14.56036230906779
ACC0013,2024-06-19,5954993.03,2024-06-19,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.008766817755415546,13.075122630826087,5887128.620666667,14.764393002193788
ACC0013,2024-06-20,5972235.1,2024-06-20,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0028953971756369157,13.402520021526175,5892961.279666667,14.513502734100934
ACC0013,2024-06-21,6025272.04,2024-06-21,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.008880584757957832,14.409600712343362,5898945.526666667,14.53692546338337
ACC0013,2024-06-22,5992963.23,2024-06-22,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005362215977222418,13.796111723455983,5905034.052,14.50856399874641
ACC0013,2024-06-23,6049981.24,2024-06-23,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.009514159825739554,14.878786117940646,5912467.709000001,14.706551099381551
ACC0013,2024-06-24,5975891.64,2024-06-24,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.012246252849537842,13.471951456092368,5917930.523666666,15.187062240609265
ACC0013,2024-06-25,6070206.46,2024-06-25,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.015782551907182807,15.262828419957476,5926863.600333333,15.754748639359303
ACC0013,2024-06-26,6074764.24,2024-06-26,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,0.0007508443131274412,15.349372859191579,5934282.825,15.612783822464774
ACC0013,2024-06-27,6040553.52,2024-06-27,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.005631612791610285,14.69976985549355,5942565.220000001,15.37025684758796
ACC0013,2024-06-28,6025303.9,2024-06-28,Henry Gabriel da Mota,guilherme65@example.com,da Cunha,São Paulo,2023-08-23,Premium,Daniela Abreu,-0.002524540168298839,14.410205679198707,5946297.018999999,14.248161199661455
